Gıda,Kod,Gruplar,Grup Linkleri,Gıda Linki
"Kabak, kışlık, balkabağı",08.01.0024,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-kabak-kislik-balkabagi-200
"Kabak, kışlık, kestane",08.01.0025,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-kabak-kislik-kestane-201
"Kabak, yazlık, koyu yeşil",08.01.0026,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-kabak-yazlik-koyu-yesil-199
"Kabak, yazlık, sakız, açık yeşil",08.01.0027,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-kabak-yazlik-sakiz-acik-yesil-198
Kabartma tozu,12.02.0004,Muhtelif gıda,https://turkomp.tarimorman.gov.tr/?type=foods&group=12,https://turkomp.tarimorman.gov.tr/food-kabartma-tozu-429
"Kahve kreması, toz",12.02.0036,Muhtelif gıda,https://turkomp.tarimorman.gov.tr/?type=foods&group=12,https://turkomp.tarimorman.gov.tr/food-kahve-kremasi-toz-674
"Kahve, çözünebilir",11.02.0004,İçecekler,https://turkomp.tarimorman.gov.tr/?type=foods&group=11,https://turkomp.tarimorman.gov.tr/food-kahve-cozunebilir-413
"Kakao, toz",12.02.0037,Muhtelif gıda,https://turkomp.tarimorman.gov.tr/?type=foods&group=12,https://turkomp.tarimorman.gov.tr/food-kakao-toz-675
Kaldirik,08.01.0079,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-kaldirik-705
Kalkan,04.01.0007,Balık ve su ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=4,https://turkomp.tarimorman.gov.tr/food-kalkan-96
Kanola yağı,05.02.0005,Sıvı ve katı yağlar,https://turkomp.tarimorman.gov.tr/?type=foods&group=5,https://turkomp.tarimorman.gov.tr/food-kanola-yagi-107
Kara dut (rum dutu) suyu,09.02.0016,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-kara-dut-rum-dutu-suyu-509
"Karabiber, top",12.02.0038,Muhtelif gıda,https://turkomp.tarimorman.gov.tr/?type=foods&group=12,https://turkomp.tarimorman.gov.tr/food-karabiber-top-676
Karakavuk,08.01.0089,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-karakavuk-716
Karamuk,09.01.0063,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-karamuk-734
Karayemiş,09.01.0023,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-karayemis-570
"Karides, derin su pembe",04.01.0008,Balık ve su ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=4,https://turkomp.tarimorman.gov.tr/food-karides-derin-su-pembe-94
Karnabahar,08.01.0028,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-karnabahar-248
"Karnavas dut pekmezi, Erzurum",12.02.0102,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-karnavas-dut-pekmezi-erzurum-565
"Karpuz, çekirdekli",08.01.0029,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-karpuz-cekirdekli-190
"Karpuz, çekirdekli, Diyarbakır",08.01.0031,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-karpuz-cekirdekli-diyarbakir-192
"Karpuz, çekirdeksiz",08.01.0030,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-karpuz-cekirdeksiz-191
"kasap köfte, dana, çiğ",03.02.0010,Et ve et ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=3,https://turkomp.tarimorman.gov.tr/food-kasap-kofte-dana-cig-746
"Katmer, sade",06.02.0036,Tahıl ve tahıl ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=6,https://turkomp.tarimorman.gov.tr/food-katmer-sade-679
"Kavun, kışlık Kırkağaç",08.01.0032,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-kavun-kislik-kirkagac-196
"Kavun, yazlık, çitili kavun, Kantalop",08.01.0033,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-kavun-yazlik-citili-kavun-kantalop-195
"Kavurma, et, Diyarbakır",12.02.0009,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-kavurma-et-diyarbakir-616
"Kavurma, et, Erzurum",12.02.0010,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-kavurma-et-erzurum-617
"Kavurma, et, Konya",12.02.0011,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-kavurma-et-konya-618
Kaya koruğu,08.01.0084,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-kaya-korugu-711
"Kayısı çekirdeği, iç",09.02.0026,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-kayisi-cekirdegi-ic-404
Kayısı suyu,09.02.0030,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-kayisi-suyu-345
"Kayısı, erkenci, sofralık , Tyrinthe",09.01.0056,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-kayisi-erkenci-sofralik-tyrinthe-344
"Kayısı, Hacıhaliloğlu, günkurusu",09.02.0027,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-kayisi-hacihaliloglu-gunkurusu-347
"Kayısı, Hacıhaliloğlu, kükürtlü, kuru",09.02.0028,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-kayisi-hacihaliloglu-kukurtlu-kuru-348
"Kayısı, konserve",09.02.0029,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-kayisi-konserve-349
Kaymacık,08.01.0077,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-kaymacik-703
"Kaymak, pastörize (süt yağı ≥ % 60)",01.02.0002,Süt ve süt ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=1,https://turkomp.tarimorman.gov.tr/food-kaymak-pastorize-sut-yagi---60-5
Kayseri pastırması,12.02.0065,"Et ve et ürünleri, Geleneksel gıdalar","https://turkomp.tarimorman.gov.tr/?type=foods&group=3, https://turkomp.tarimorman.gov.tr/?type=foods&group=13",https://turkomp.tarimorman.gov.tr/food-kayseri-pastirmasi-474
Kayseri sucuğu,12.02.0075,"Et ve et ürünleri, Geleneksel gıdalar","https://turkomp.tarimorman.gov.tr/?type=foods&group=3, https://turkomp.tarimorman.gov.tr/?type=foods&group=13",https://turkomp.tarimorman.gov.tr/food-kayseri-sucugu-521
"Kaz eti, but, derisiz, tuz ilaveli",03.01.0019,Et ve et ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=3,https://turkomp.tarimorman.gov.tr/food-kaz-eti-but-derisiz-tuz-ilaveli-61
"Kaz eti, göğüs, derisiz, tuz ilaveli",03.01.0020,Et ve et ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=3,https://turkomp.tarimorman.gov.tr/food-kaz-eti-gogus-derisiz-tuz-ilaveli-60
"Kazandibi, Ankara",12.02.0137,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-kazandibi-ankara-636
"Kazandibi, İstanbul",12.02.0138,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-kazandibi-istanbul-635
"Kazandibi, izmir",12.02.0139,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-kazandibi-izmir-637
Kebere,09.01.0060,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-kebere-728
Keçi ayağı,08.01.0085,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-keci-ayagi-712
"Keçi eti, bel",03.01.0021,Et ve et ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=3,https://turkomp.tarimorman.gov.tr/food-keci-eti-bel-542
"Keçi eti, but",03.01.0022,Et ve et ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=3,https://turkomp.tarimorman.gov.tr/food-keci-eti-but-55
"Keçi eti, kol",03.01.0023,Et ve et ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=3,https://turkomp.tarimorman.gov.tr/food-keci-eti-kol-54
"Keçi eti, sırt",03.01.0024,Et ve et ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=3,https://turkomp.tarimorman.gov.tr/food-keci-eti-sirt-56
"Keçiboynuzu, kuru",09.02.0032,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-keciboynuzu-kuru-376
"Kefal, pasifik (Rus kefali)",04.01.0009,Balık ve su ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=4,https://turkomp.tarimorman.gov.tr/food-kefal-pasifik-rus-kefali-93
"Kefal, sarı kulak",04.01.0010,Balık ve su ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=4,https://turkomp.tarimorman.gov.tr/food-kefal-sari-kulak-92
"Kefir, Ankara",12.02.0048,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-kefir-ankara-464
"Kefir, Kars",12.02.0019,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-kefir-kars-621
"Kek, kakaolu",06.02.0042,Tahıl ve tahıl ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=6,https://turkomp.tarimorman.gov.tr/food-kek-kakaolu-754
"Kekik, kuru",12.02.0014,Muhtelif gıda,https://turkomp.tarimorman.gov.tr/?type=foods&group=12,https://turkomp.tarimorman.gov.tr/food-kekik-kuru-435
Kenger,08.01.0100,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-kenger-727
"Kereviz, kök",08.01.0034,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-kereviz-kok-265
"Kereviz, sap",08.01.0035,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-kereviz-sap-266
"Keşkül, Ankara",12.02.0140,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-keskul-ankara-634
"Keşkül, İstanbul",12.02.0141,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-keskul-istanbul-632
"Keşkül, İzmir",12.02.0142,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-keskul-izmir-633
Kestane,09.01.0025,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-kestane-406
"Kestane şekeri, Bursa",12.02.0126,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-kestane-sekeri-bursa-600
"Ketçap, katkısız",12.02.0033,Muhtelif gıda,https://turkomp.tarimorman.gov.tr/?type=foods&group=12,https://turkomp.tarimorman.gov.tr/food-ketcap-katkisiz-671
"Keten tohumu, kuru",07.01.0002,Yağlı tohumlar ve kuru baklagiller,https://turkomp.tarimorman.gov.tr/?type=foods&group=7,https://turkomp.tarimorman.gov.tr/food-keten-tohumu-kuru-165
"Kiraz, beyaz, Starks Gold çeşidi",09.01.0027,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-kiraz-beyaz-starks-gold-cesidi-339
"Kiraz, kırmızı, Ziraat 0900 Napolyon çeşidi",09.01.0028,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-kiraz-kirmizi-ziraat-0900-napolyon-cesidi-338
Kivi,09.01.0029,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-kivi-321
Kıyı pancarı,08.01.0078,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-kiyi-pancari-704
Kızılcık,09.01.0026,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-kizilcik-392
"Koca darı, sorgum",06.01.0009,Tahıl ve tahıl ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=6,https://turkomp.tarimorman.gov.tr/food-koca-dari-sorgum-154
Kola,11.02.0006,İçecekler,https://turkomp.tarimorman.gov.tr/?type=foods&group=11,https://turkomp.tarimorman.gov.tr/food-kola-415
"Kola, enerjisi azaltılmış",11.02.0007,İçecekler,https://turkomp.tarimorman.gov.tr/?type=foods&group=11,https://turkomp.tarimorman.gov.tr/food-kola-enerjisi-azaltilmis-666
"Kolza tohumu, kuru",07.01.0003,Yağlı tohumlar ve kuru baklagiller,https://turkomp.tarimorman.gov.tr/?type=foods&group=7,https://turkomp.tarimorman.gov.tr/food-kolza-tohumu-kuru-164
"Koyun eti, bel",03.01.0025,Et ve et ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=3,https://turkomp.tarimorman.gov.tr/food-koyun-eti-bel-48
"Koyun eti, but",03.01.0026,Et ve et ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=3,https://turkomp.tarimorman.gov.tr/food-koyun-eti-but-47
"Koyun eti, kol",03.01.0027,Et ve et ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=3,https://turkomp.tarimorman.gov.tr/food-koyun-eti-kol-46
"Koyun eti, sırt",03.01.0028,Et ve et ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=3,https://turkomp.tarimorman.gov.tr/food-koyun-eti-sirt-49
"Koyun, kuyruk yağı",03.01.0044,Et ve et ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=3,https://turkomp.tarimorman.gov.tr/food-koyun-kuyruk-yagi-80
"Kraker, tuzlu",06.02.0015,Tahıl ve tahıl ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=6,https://turkomp.tarimorman.gov.tr/food-kraker-tuzlu-117
"Krem şanti, toz",12.02.0017,Muhtelif gıda,https://turkomp.tarimorman.gov.tr/?type=foods&group=12,https://turkomp.tarimorman.gov.tr/food-krem-santi-toz-437
"Kuru Çorba Karışımı,  ezogelin",12.02.0155,Muhtelif gıda,https://turkomp.tarimorman.gov.tr/?type=foods&group=12,https://turkomp.tarimorman.gov.tr/food-kuru-corba-karisimi-ezogelin-747
"Kuru Çorba Karışımı,  Mercimek",12.02.0156,Muhtelif gıda,https://turkomp.tarimorman.gov.tr/?type=foods&group=12,https://turkomp.tarimorman.gov.tr/food-kuru-corba-karisimi-mercimek-748
"Kuş üzümü, kurutulmuş",09.02.0059,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-kus-uzumu-kurutulmus-757
Kuşkonmaz,08.01.0036,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-kuskonmaz-236
"Kuşkonmaz, konserve",08.02.0017,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-kuskonmaz-konserve-237
"Kuzu eti, bel",03.01.0029,Et ve et ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=3,https://turkomp.tarimorman.gov.tr/food-kuzu-eti-bel-52
"Kuzu eti, but",03.01.0030,Et ve et ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=3,https://turkomp.tarimorman.gov.tr/food-kuzu-eti-but-51
"Kuzu eti, kol",03.01.0031,Et ve et ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=3,https://turkomp.tarimorman.gov.tr/food-kuzu-eti-kol-50
"Kuzu eti, sırt",03.01.0032,Et ve et ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=3,https://turkomp.tarimorman.gov.tr/food-kuzu-eti-sirt-53
Kuzukemirdi,08.01.0099,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-kuzukemirdi-726
Labada,08.01.0097,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-labada-724
"Lahana, beyaz, baş",08.01.0037,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-lahana-beyaz-bas-244
"Lahana, Brüksel",08.01.0038,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-lahana-bruksel-250
"Lahana, kara",08.01.0039,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-lahana-kara-246
"Lahana, kırmızı, baş",08.01.0040,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-lahana-kirmizi-bas-245
Lavaş,06.02.0035,Tahıl ve tahıl ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=6,https://turkomp.tarimorman.gov.tr/food-lavas-678
"Levrek, yetiştirme",04.01.0011,Balık ve su ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=4,https://turkomp.tarimorman.gov.tr/food-levrek-yetistirme-85
"Likör, meyve",11.02.0014,İçecekler,https://turkomp.tarimorman.gov.tr/?type=foods&group=11,https://turkomp.tarimorman.gov.tr/food-likor-meyve-423
"Limon sosu,  doğal",12.02.0025,Muhtelif gıda,https://turkomp.tarimorman.gov.tr/?type=foods&group=12,https://turkomp.tarimorman.gov.tr/food-limon-sosu-dogal-438
"Limon, Interdonato",09.01.0030,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-limon-interdonato-309
"Limon, Kütdiken",09.01.0031,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-limon-kutdiken-310
"Limon, Meyer",09.01.0032,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-limon-meyer-311
Limonata,11.02.0008,İçecekler,https://turkomp.tarimorman.gov.tr/?type=foods&group=11,https://turkomp.tarimorman.gov.tr/food-limonata-417
"Lokum, kaymaklı, Afyon",12.02.0074,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-lokum-kaymakli-afyon-519
"Lokum, sade, İstanbul",12.02.0143,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-lokum-sade-istanbul-644
"Lokum, safranlı, antep fıstıklı, Safranbolu",12.02.0062,Geleneksel gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=13,https://turkomp.tarimorman.gov.tr/food-lokum-safranli-antep-fistikli-safranbolu-471
Lüfer,04.01.0012,Balık ve su ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=4,https://turkomp.tarimorman.gov.tr/food-lufer-88
Madımak,08.01.0098,Sebze ve sebze ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=8,https://turkomp.tarimorman.gov.tr/food-madimak-725
"Makarna, düşük proteinli, glutensiz, PKU",13.02.0014,Özel beslenme amaçlı gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=14,https://turkomp.tarimorman.gov.tr/food-makarna-dusuk-proteinli-glutensiz-pku-663
"Makarna, glutensiz",13.02.0022,Özel beslenme amaçlı gıdalar,https://turkomp.tarimorman.gov.tr/?type=foods&group=14,https://turkomp.tarimorman.gov.tr/food-makarna-glutensiz-648
"Makarna, sade, yumurtasız, kuru",06.02.0026,Tahıl ve tahıl ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=6,https://turkomp.tarimorman.gov.tr/food-makarna-sade-yumurtasiz-kuru-132
"Mandarin, Klemantin",09.01.0033,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-mandarin-klemantin-307
"Mandarin, Nova",09.01.0034,Meyve ve meyve ürünleri,https://turkomp.tarimorman.gov.tr/?type=foods&group=9,https://turkomp.tarimorman.gov.tr/food-mandarin-nova-308
